,geo_value,geo_type,value,time_value
2265017,42003,county,173.0,2020-07-27
2265018,42003,county,148.0,2020-07-28
2265019,42003,county,107.0,2020-07-29
2265020,42003,county,135.0,2020-07-30
2265021,42003,county,242.0,2020-07-31
2265022,42003,county,61.0,2020-08-01
2265023,42003,county,83.0,2020-08-02
2265024,42003,county,68.0,2020-08-03
2265025,42003,county,135.0,2020-08-04
2265026,42003,county,73.0,2020-08-05
2265027,42003,county,101.0,2020-08-06
2265028,42003,county,97.0,2020-08-07
2265029,42003,county,94.0,2020-08-08
2265030,42003,county,66.0,2020-08-09
2265031,42003,county,71.0,2020-08-10
2265032,42003,county,75.0,2020-08-11
2265033,42003,county,86.0,2020-08-12
2265034,42003,county,111.0,2020-08-13
2265035,42003,county,88.0,2020-08-14
2265036,42003,county,88.0,2020-08-15
2265037,42003,county,87.0,2020-08-16
2265038,42003,county,51.0,2020-08-17
2265039,42003,county,44.0,2020-08-18
2265040,42003,county,32.0,2020-08-19
2265041,42003,county,101.0,2020-08-20
2265042,42003,county,80.0,2020-08-21
2265043,42003,county,69.0,2020-08-22
2265044,42003,county,79.0,2020-08-23
2265045,42003,county,31.0,2020-08-24
2265046,42003,county,55.0,2020-08-25
2265047,42003,county,28.0,2020-08-26
2265048,42003,county,50.0,2020-08-27
2265049,42003,county,70.0,2020-08-28
2265050,42003,county,70.0,2020-08-29
2265051,42003,county,94.0,2020-08-30
2265052,42003,county,38.0,2020-08-31
2265053,42003,county,42.0,2020-09-01
2265054,42003,county,62.0,2020-09-02
2265055,42003,county,104.0,2020-09-03
2265056,42003,county,92.0,2020-09-04
2265057,42003,county,68.0,2020-09-05
2265058,42003,county,54.0,2020-09-06
2265059,42003,county,51.0,2020-09-07
2265060,42003,county,42.0,2020-09-08
2265061,42003,county,56.0,2020-09-09
2265062,42003,county,53.0,2020-09-10
2265063,42003,county,105.0,2020-09-11
2265064,42003,county,62.0,2020-09-12
2265065,42003,county,90.0,2020-09-13
2265066,42003,county,53.0,2020-09-14
2265067,42003,county,88.0,2020-09-15
2265068,42003,county,70.0,2020-09-16
2265069,42003,county,90.0,2020-09-17
2265070,42003,county,67.0,2020-09-18
2265071,42003,county,82.0,2020-09-19
2265072,42003,county,67.0,2020-09-20
2265073,42003,county,46.0,2020-09-21
2265074,42003,county,43.0,2020-09-22
2265075,42003,county,52.0,2020-09-23
2265076,42003,county,62.0,2020-09-24
2265077,42003,county,61.0,2020-09-25
2265078,42003,county,99.0,2020-09-26
2265079,42003,county,61.0,2020-09-27
2265080,42003,county,70.0,2020-09-28
2265081,42003,county,66.0,2020-09-29
2265082,42003,county,54.0,2020-09-30
2265083,42003,county,116.0,2020-10-01
2265084,42003,county,68.0,2020-10-02
2265085,42003,county,107.0,2020-10-03
2265086,42003,county,97.0,2020-10-04
2265087,42003,county,57.0,2020-10-05
2265088,42003,county,76.0,2020-10-06
2265089,42003,county,36.0,2020-10-07
2265090,42003,county,114.0,2020-10-08
2265091,42003,county,97.0,2020-10-09
2265092,42003,county,94.0,2020-10-10
2265093,42003,county,85.0,2020-10-11
2265094,42003,county,74.0,2020-10-12
2265095,42003,county,76.0,2020-10-13
2265096,42003,county,98.0,2020-10-14
2265097,42003,county,136.0,2020-10-15
2265098,42003,county,144.0,2020-10-16
2265099,42003,county,137.0,2020-10-17
2265100,42003,county,111.0,2020-10-18
2265101,42003,county,97.0,2020-10-19
2265102,42003,county,111.0,2020-10-20
2265103,42003,county,122.0,2020-10-21
2265104,42003,county,134.0,2020-10-22
2265105,42003,county,172.0,2020-10-23
2265106,42003,county,120.0,2020-10-24
2265107,42003,county,107.0,2020-10-25
2265108,42003,county,72.0,2020-10-26
2265109,42003,county,96.0,2020-10-27
2265110,42003,county,193.0,2020-10-28
2265111,42003,county,151.0,2020-10-29
2265112,42003,county,187.0,2020-10-30
2265113,42003,county,155.0,2020-10-31
2265114,42003,county,136.0,2020-11-01
2265115,42003,county,129.0,2020-11-02
2265116,42003,county,160.0,2020-11-03
2265117,42003,county,226.0,2020-11-04
2265118,42003,county,182.0,2020-11-05
2265119,42003,county,239.0,2020-11-06
2265120,42003,county,287.0,2020-11-07
2265121,42003,county,252.0,2020-11-08
2265122,42003,county,272.0,2020-11-09
2265123,42003,county,326.0,2020-11-10
2265124,42003,county,389.0,2020-11-11
2265125,42003,county,388.0,2020-11-12
2265126,42003,county,392.0,2020-11-13
2265127,42003,county,373.0,2020-11-14
2265128,42003,county,535.0,2020-11-15
2265129,42003,county,483.0,2020-11-16
2265130,42003,county,308.0,2020-11-17
2265131,42003,county,620.0,2020-11-18
2265132,42003,county,609.0,2020-11-19
2265133,42003,county,509.0,2020-11-20
2265134,42003,county,594.0,2020-11-21
2265135,42003,county,565.0,2020-11-22
2265136,42003,county,406.0,2020-11-23
2265137,42003,county,524.0,2020-11-24
2265138,42003,county,639.0,2020-11-25
2265139,42003,county,756.0,2020-11-26
2265140,42003,county,828.0,2020-11-27
2265141,42003,county,681.0,2020-11-28
2265142,42003,county,509.0,2020-11-29
2265143,42003,county,406.0,2020-11-30
2265144,42003,county,700.0,2020-12-01
2265145,42003,county,602.0,2020-12-02
2265146,42003,county,877.0,2020-12-03
2265147,42003,county,909.0,2020-12-04
2265148,42003,county,1164.0,2020-12-05
2265149,42003,county,863.0,2020-12-06
2265150,42003,county,640.0,2020-12-07
2265151,42003,county,704.0,2020-12-08
2265152,42003,county,733.0,2020-12-09
2265153,42003,county,1120.0,2020-12-10
2265154,42003,county,1457.0,2020-12-11
2265155,42003,county,1185.0,2020-12-12
2265156,42003,county,790.0,2020-12-13
2265157,42003,county,697.0,2020-12-14
2265158,42003,county,1109.0,2020-12-15
2265159,42003,county,1035.0,2020-12-16
2265160,42003,county,840.0,2020-12-17
2265161,42003,county,924.0,2020-12-18
2265162,42003,county,1003.0,2020-12-19
2265163,42003,county,602.0,2020-12-20
2265164,42003,county,751.0,2020-12-21
2265165,42003,county,874.0,2020-12-22
2265166,42003,county,846.0,2020-12-23
2265167,42003,county,874.0,2020-12-24
2265168,42003,county,649.0,2020-12-25
2265169,42003,county,507.0,2020-12-26
2265170,42003,county,389.0,2020-12-27
2265171,42003,county,198.0,2020-12-28
2265172,42003,county,1021.0,2020-12-29
2265173,42003,county,695.0,2020-12-30
2265174,42003,county,647.0,2020-12-31
2265175,42003,county,824.0,2021-01-01
2265176,42003,county,741.0,2021-01-02
2265177,42003,county,435.0,2021-01-03
2265178,42003,county,419.0,2021-01-04
2265179,42003,county,592.0,2021-01-05
2265180,42003,county,930.0,2021-01-06
2265181,42003,county,645.0,2021-01-07
2265182,42003,county,955.0,2021-01-08
2265183,42003,county,827.0,2021-01-09
2265184,42003,county,548.0,2021-01-10
2265185,42003,county,345.0,2021-01-11
2265186,42003,county,715.0,2021-01-12
2265187,42003,county,647.0,2021-01-13
2265188,42003,county,493.0,2021-01-14
2265189,42003,county,484.0,2021-01-15
2265190,42003,county,566.0,2021-01-16
2265191,42003,county,449.0,2021-01-17
2265192,42003,county,261.0,2021-01-18
2265193,42003,county,426.0,2021-01-19
2265194,42003,county,467.0,2021-01-20
2265195,42003,county,461.0,2021-01-21
2265196,42003,county,337.0,2021-01-22
2265197,42003,county,437.0,2021-01-23
2265198,42003,county,289.0,2021-01-24
2265199,42003,county,315.0,2021-01-25
2265200,42003,county,288.0,2021-01-26
2265201,42003,county,386.0,2021-01-27
2265202,42003,county,362.0,2021-01-28
2265203,42003,county,348.0,2021-01-29
2265204,42003,county,354.0,2021-01-30
2265205,42003,county,211.0,2021-01-31
2265206,42003,county,241.0,2021-02-01
2265207,42003,county,227.0,2021-02-02
2265208,42003,county,339.0,2021-02-03
2265209,42003,county,313.0,2021-02-04
2265210,42003,county,343.0,2021-02-05
2265211,42003,county,283.0,2021-02-06
2265212,42003,county,260.0,2021-02-07
2265213,42003,county,173.0,2021-02-08
2265214,42003,county,403.0,2021-02-09
2265215,42003,county,252.0,2021-02-10
2265216,42003,county,275.0,2021-02-11
2265217,42003,county,269.0,2021-02-12
2265218,42003,county,285.0,2021-02-13
2265219,42003,county,224.0,2021-02-14
2265220,42003,county,174.0,2021-02-15
2265221,42003,county,198.0,2021-02-16
2265222,42003,county,229.0,2021-02-17
2265223,42003,county,255.0,2021-02-18
2265224,42003,county,276.0,2021-02-19
2265225,42003,county,263.0,2021-02-20
2265226,42003,county,259.0,2021-02-21
2265227,42003,county,122.0,2021-02-22
2265228,42003,county,303.0,2021-02-23
2265229,42003,county,231.0,2021-02-24
2265230,42003,county,223.0,2021-02-25
2265231,42003,county,411.0,2021-02-26
2265232,42003,county,334.0,2021-02-27
2265233,42003,county,189.0,2021-02-28
2265234,42003,county,196.0,2021-03-01
2265235,42003,county,203.0,2021-03-02
2265236,42003,county,192.0,2021-03-03
2265237,42003,county,293.0,2021-03-04
2265238,42003,county,283.0,2021-03-05
2265239,42003,county,270.0,2021-03-06
2265240,42003,county,161.0,2021-03-07
2265241,42003,county,135.0,2021-03-08
2265242,42003,county,335.0,2021-03-09
2265243,42003,county,225.0,2021-03-10
2265244,42003,county,261.0,2021-03-11
2265245,42003,county,293.0,2021-03-12
2265246,42003,county,324.0,2021-03-13
2265247,42003,county,156.0,2021-03-14
2265248,42003,county,129.0,2021-03-15
2265249,42003,county,303.0,2021-03-16
2265250,42003,county,302.0,2021-03-17
2265251,42003,county,311.0,2021-03-18
2265252,42003,county,361.0,2021-03-19
2265253,42003,county,353.0,2021-03-20
2265254,42003,county,243.0,2021-03-21
2265255,42003,county,173.0,2021-03-22
2265256,42003,county,385.0,2021-03-23
2265257,42003,county,511.0,2021-03-24
2265258,42003,county,307.0,2021-03-25
2265259,42003,county,563.0,2021-03-26
2265260,42003,county,413.0,2021-03-27
2265261,42003,county,339.0,2021-03-28
2265262,42003,county,311.0,2021-03-29
2265263,42003,county,407.0,2021-03-30
2265264,42003,county,420.0,2021-03-31
2265265,42003,county,348.0,2021-04-01
2265266,42003,county,530.0,2021-04-02
2265267,42003,county,589.0,2021-04-03
2265268,42003,county,292.0,2021-04-04
2265269,42003,county,227.0,2021-04-05
2265270,42003,county,516.0,2021-04-06
2265271,42003,county,406.0,2021-04-07
2265272,42003,county,412.0,2021-04-08
2265273,42003,county,582.0,2021-04-09
2265274,42003,county,384.0,2021-04-10
2265275,42003,county,467.0,2021-04-11
2265276,42003,county,257.0,2021-04-12
2265277,42003,county,446.0,2021-04-13
2265278,42003,county,1313.0,2021-04-14
2265279,42003,county,416.0,2021-04-15
2265280,42003,county,499.0,2021-04-16
2265281,42003,county,369.0,2021-04-17
2265282,42003,county,233.0,2021-04-18
2265283,42003,county,219.0,2021-04-19
2265284,42003,county,400.0,2021-04-20
2265285,42003,county,370.0,2021-04-21
2265286,42003,county,351.0,2021-04-22
2265287,42003,county,329.0,2021-04-23
2265288,42003,county,337.0,2021-04-24
2265289,42003,county,218.0,2021-04-25
2265290,42003,county,113.0,2021-04-26
2265291,42003,county,280.0,2021-04-27
2265292,42003,county,247.0,2021-04-28
2265293,42003,county,228.0,2021-04-29
2265294,42003,county,375.0,2021-04-30
2265295,42003,county,258.0,2021-05-01
2265296,42003,county,238.0,2021-05-02
2265297,42003,county,213.0,2021-05-03
2265298,42003,county,237.0,2021-05-04
2265299,42003,county,178.0,2021-05-05
2265300,42003,county,179.0,2021-05-06
2265301,42003,county,193.0,2021-05-07
2265302,42003,county,233.0,2021-05-08
2265303,42003,county,128.0,2021-05-09
2265304,42003,county,71.0,2021-05-10
2265305,42003,county,229.0,2021-05-11
2265306,42003,county,193.0,2021-05-12
2265307,42003,county,151.0,2021-05-13
2265308,42003,county,142.0,2021-05-14
2265309,42003,county,181.0,2021-05-15
2265310,42003,county,103.0,2021-05-16
2265311,42003,county,68.0,2021-05-17
2265312,42003,county,170.0,2021-05-18
2265313,42003,county,97.0,2021-05-19
2265314,42003,county,149.0,2021-05-20
2265315,42003,county,133.0,2021-05-21
2265316,42003,county,73.0,2021-05-22
2265317,42003,county,73.0,2021-05-23
2265318,42003,county,52.0,2021-05-24
2265319,42003,county,72.0,2021-05-25
2265320,42003,county,77.0,2021-05-26
2265321,42003,county,49.0,2021-05-27
2265322,42003,county,78.0,2021-05-28
2265323,42003,county,52.0,2021-05-29
2265324,42003,county,38.0,2021-05-30
2265325,42003,county,24.0,2021-05-31
2265326,42003,county,51.0,2021-06-01
2265327,42003,county,45.0,2021-06-02
2265328,42003,county,33.0,2021-06-03
2265329,42003,county,44.0,2021-06-04
2265330,42003,county,64.0,2021-06-05
2265331,42003,county,24.0,2021-06-06
2265332,42003,county,26.0,2021-06-07
2265333,42003,county,27.0,2021-06-08
2265334,42003,county,22.0,2021-06-09
2265335,42003,county,36.0,2021-06-10
2265336,42003,county,31.0,2021-06-11
2265337,42003,county,14.0,2021-06-12
2265338,42003,county,7.0,2021-06-13
2265339,42003,county,5.0,2021-06-14
2265340,42003,county,22.0,2021-06-15
2265341,42003,county,15.0,2021-06-16
2265342,42003,county,13.0,2021-06-17
2265343,42003,county,25.0,2021-06-18
2265344,42003,county,16.0,2021-06-19
2265345,42003,county,11.0,2021-06-20
2265346,42003,county,4.0,2021-06-21
2265347,42003,county,17.0,2021-06-22
2265348,42003,county,15.0,2021-06-23
2265349,42003,county,16.0,2021-06-24
2265350,42003,county,18.0,2021-06-25
2265351,42003,county,21.0,2021-06-26
2265352,42003,county,13.0,2021-06-27
2265353,42003,county,7.0,2021-06-28
2265354,42003,county,14.0,2021-06-29
2265355,42003,county,13.0,2021-06-30
2265356,42003,county,12.0,2021-07-01
2265357,42003,county,10.0,2021-07-02
2265358,42003,county,20.0,2021-07-03
2265359,42003,county,7.0,2021-07-04
2265360,42003,county,18.0,2021-07-05
2265361,42003,county,4.0,2021-07-06
2265362,42003,county,16.0,2021-07-07
2265363,42003,county,19.0,2021-07-08
2265364,42003,county,20.0,2021-07-09
2265365,42003,county,22.0,2021-07-10
2265366,42003,county,18.0,2021-07-11
2265367,42003,county,9.0,2021-07-12
2265368,42003,county,34.0,2021-07-13
2265369,42003,county,28.0,2021-07-14
2265370,42003,county,38.0,2021-07-15
2265371,42003,county,44.0,2021-07-16
2265372,42003,county,33.0,2021-07-17
2265373,42003,county,36.0,2021-07-18
2265374,42003,county,18.0,2021-07-19
2265375,42003,county,65.0,2021-07-20
2265376,42003,county,59.0,2021-07-21
2265377,42003,county,52.0,2021-07-22
2265378,42003,county,51.0,2021-07-23
2265379,42003,county,58.0,2021-07-24
2265380,42003,county,67.0,2021-07-25
2265381,42003,county,49.0,2021-07-26
2265382,42003,county,101.0,2021-07-27
2265383,42003,county,86.0,2021-07-28
2265384,42003,county,100.0,2021-07-29
2265385,42003,county,119.0,2021-07-30
2265386,42003,county,124.0,2021-07-31
2265387,42003,county,116.0,2021-08-01
2265388,42003,county,85.0,2021-08-02
2265389,42003,county,166.0,2021-08-03
2265390,42003,county,119.0,2021-08-04
2265391,42003,county,233.0,2021-08-05
2265392,42003,county,186.0,2021-08-06
2265393,42003,county,140.0,2021-08-07
2265394,42003,county,157.0,2021-08-08
2265395,42003,county,92.0,2021-08-09
2265396,42003,county,223.0,2021-08-10
2265397,42003,county,160.0,2021-08-11
2265398,42003,county,255.0,2021-08-12
2265399,42003,county,143.0,2021-08-13
2265400,42003,county,240.0,2021-08-14
2265401,42003,county,215.0,2021-08-15
2265402,42003,county,133.0,2021-08-16
2265403,42003,county,204.0,2021-08-17
2265404,42003,county,159.0,2021-08-18
2265405,42003,county,417.0,2021-08-19
2265406,42003,county,213.0,2021-08-20
2265407,42003,county,305.0,2021-08-21
2265408,42003,county,226.0,2021-08-22
2265409,42003,county,179.0,2021-08-23
2265410,42003,county,317.0,2021-08-24
2265411,42003,county,261.0,2021-08-25
2265412,42003,county,257.0,2021-08-26
2265413,42003,county,327.0,2021-08-27
2265414,42003,county,397.0,2021-08-28
2265415,42003,county,220.0,2021-08-29
2265416,42003,county,301.0,2021-08-30
2265417,42003,county,298.0,2021-08-31
2265418,42003,county,274.0,2021-09-01
2265419,42003,county,362.0,2021-09-02
2265420,42003,county,331.0,2021-09-03
2265421,42003,county,424.0,2021-09-04
2265422,42003,county,316.0,2021-09-05
2265423,42003,county,200.0,2021-09-06
2265424,42003,county,245.0,2021-09-07
2265425,42003,county,447.0,2021-09-08
2265426,42003,county,363.0,2021-09-09
2265427,42003,county,368.0,2021-09-10
2265428,42003,county,437.0,2021-09-11
2265429,42003,county,292.0,2021-09-12
2265430,42003,county,320.0,2021-09-13
2265431,42003,county,341.0,2021-09-14
2265432,42003,county,324.0,2021-09-15
2265433,42003,county,619.0,2021-09-16
2265434,42003,county,560.0,2021-09-17
2265435,42003,county,515.0,2021-09-18
2265436,42003,county,399.0,2021-09-19
2265437,42003,county,280.0,2021-09-20
2265438,42003,county,432.0,2021-09-21
2265439,42003,county,328.0,2021-09-22
2265440,42003,county,514.0,2021-09-23
2265441,42003,county,350.0,2021-09-24
2265442,42003,county,428.0,2021-09-25
2265443,42003,county,364.0,2021-09-26
2265444,42003,county,267.0,2021-09-27
2265445,42003,county,418.0,2021-09-28
2265446,42003,county,447.0,2021-09-29
2265447,42003,county,367.0,2021-09-30
2265448,42003,county,489.0,2021-10-01
2265449,42003,county,285.0,2021-10-02
2265450,42003,county,483.0,2021-10-03
2265451,42003,county,315.0,2021-10-04
2265452,42003,county,273.0,2021-10-05
2265453,42003,county,459.0,2021-10-06
2265454,42003,county,629.0,2021-10-07
2265455,42003,county,467.0,2021-10-08
2265456,42003,county,413.0,2021-10-09
2265457,42003,county,356.0,2021-10-10
2265458,42003,county,237.0,2021-10-11
2265459,42003,county,440.0,2021-10-12
2265460,42003,county,371.0,2021-10-13
2265461,42003,county,537.0,2021-10-14
2265462,42003,county,407.0,2021-10-15
2265463,42003,county,420.0,2021-10-16
2265464,42003,county,298.0,2021-10-17
2265465,42003,county,301.0,2021-10-18
2265466,42003,county,209.0,2021-10-19
2265467,42003,county,399.0,2021-10-20
2265468,42003,county,356.0,2021-10-21
2265469,42003,county,345.0,2021-10-22
2265470,42003,county,503.0,2021-10-23
2265471,42003,county,212.0,2021-10-24
2265472,42003,county,273.0,2021-10-25
2265473,42003,county,363.0,2021-10-26
2265474,42003,county,435.0,2021-10-27
2265475,42003,county,414.0,2021-10-28
2265476,42003,county,478.0,2021-10-29
2265477,42003,county,445.0,2021-10-30
2265478,42003,county,319.0,2021-10-31
2265479,42003,county,262.0,2021-11-01
2265480,42003,county,308.0,2021-11-02
2265481,42003,county,445.0,2021-11-03
2265482,42003,county,421.0,2021-11-04
2265483,42003,county,569.0,2021-11-05
2265484,42003,county,442.0,2021-11-06
2265485,42003,county,464.0,2021-11-07
2265486,42003,county,332.0,2021-11-08
2265487,42003,county,302.0,2021-11-09
2265488,42003,county,598.0,2021-11-10
2265489,42003,county,435.0,2021-11-11
2265490,42003,county,837.0,2021-11-12
2265491,42003,county,445.0,2021-11-13
2265492,42003,county,527.0,2021-11-14
2265493,42003,county,384.0,2021-11-15
2265494,42003,county,658.0,2021-11-16
2265495,42003,county,497.0,2021-11-17
2265496,42003,county,694.0,2021-11-18
2265497,42003,county,845.0,2021-11-19
2265498,42003,county,704.0,2021-11-20
2265499,42003,county,539.0,2021-11-21
2265500,42003,county,807.0,2021-11-22
2265501,42003,county,480.0,2021-11-23
2265502,42003,county,892.0,2021-11-24
2265503,42003,county,473.0,2021-11-25
2265504,42003,county,851.0,2021-11-26
2265505,42003,county,374.0,2021-11-27
2265506,42003,county,406.0,2021-11-28
2265507,42003,county,747.0,2021-11-29
2265508,42003,county,534.0,2021-11-30
2265509,42003,county,707.0,2021-12-01
2265510,42003,county,653.0,2021-12-02
2265511,42003,county,1301.0,2021-12-03
2265512,42003,county,676.0,2021-12-04
2265513,42003,county,495.0,2021-12-05
2265514,42003,county,352.0,2021-12-06
2265515,42003,county,849.0,2021-12-07
2265516,42003,county,767.0,2021-12-08
2265517,42003,county,690.0,2021-12-09
2265518,42003,county,741.0,2021-12-10
2265519,42003,county,937.0,2021-12-11
2265520,42003,county,664.0,2021-12-12
2265521,42003,county,379.0,2021-12-13
2265522,42003,county,694.0,2021-12-14
2265523,42003,county,575.0,2021-12-15
2265524,42003,county,426.0,2021-12-16
2265525,42003,county,777.0,2021-12-17
2265526,42003,county,652.0,2021-12-18
2265527,42003,county,508.0,2021-12-19
2265528,42003,county,435.0,2021-12-20
2265529,42003,county,814.0,2021-12-21
2265530,42003,county,444.0,2021-12-22
