,geo_value,geo_type,value,time_value
2319708,42081,county,34.0,2021-11-01
2319710,42081,county,47.0,2021-11-02
2319712,42081,county,75.0,2021-11-03
2319714,42081,county,59.0,2021-11-04
2319716,42081,county,100.0,2021-11-05
2319718,42081,county,65.0,2021-11-06
2319720,42081,county,54.0,2021-11-07
2319722,42081,county,66.0,2021-11-08
2319724,42081,county,55.0,2021-11-09
2319726,42081,county,132.0,2021-11-10
2319728,42081,county,119.0,2021-11-11
2319730,42081,county,120.0,2021-11-12
2319732,42081,county,104.0,2021-11-13
2319734,42081,county,85.0,2021-11-14
2319736,42081,county,27.0,2021-11-15
2319738,42081,county,126.0,2021-11-16
2319740,42081,county,69.0,2021-11-17
2319742,42081,county,81.0,2021-11-18
2319744,42081,county,192.0,2021-11-19
2319746,42081,county,134.0,2021-11-20
2319748,42081,county,91.0,2021-11-21
2319750,42081,county,84.0,2021-11-22
2319752,42081,county,65.0,2021-11-23
2319754,42081,county,103.0,2021-11-24
2319756,42081,county,110.0,2021-11-25
2319758,42081,county,97.0,2021-11-26
2319760,42081,county,81.0,2021-11-27
2319762,42081,county,59.0,2021-11-28
2319764,42081,county,55.0,2021-11-29
2319766,42081,county,110.0,2021-11-30
2319768,42081,county,95.0,2021-12-01
2319770,42081,county,139.0,2021-12-02
2319772,42081,county,137.0,2021-12-03
2319774,42081,county,112.0,2021-12-04
2319776,42081,county,94.0,2021-12-05
2319778,42081,county,40.0,2021-12-06
2319780,42081,county,103.0,2021-12-07
2319782,42081,county,96.0,2021-12-08
2319784,42081,county,91.0,2021-12-09
2319786,42081,county,91.0,2021-12-10
2319788,42081,county,89.0,2021-12-11
2319790,42081,county,76.0,2021-12-12
2319792,42081,county,22.0,2021-12-13
2319794,42081,county,67.0,2021-12-14
2319796,42081,county,63.0,2021-12-15
2319798,42081,county,76.0,2021-12-16
2319800,42081,county,57.0,2021-12-17
2319802,42081,county,72.0,2021-12-18
2319804,42081,county,46.0,2021-12-19
2319806,42081,county,21.0,2021-12-20
2319808,42081,county,45.0,2021-12-21
2319810,42081,county,49.0,2021-12-22
2319812,42081,county,62.0,2021-12-23
2319814,42081,county,111.0,2021-12-24
2319816,42081,county,43.0,2021-12-25
2319818,42081,county,32.0,2021-12-26
2319820,42081,county,34.0,2021-12-27
2319822,42081,county,46.0,2021-12-28
2319824,42081,county,86.0,2021-12-29
2319826,42081,county,113.0,2021-12-30
2319828,42081,county,118.0,2021-12-31
2319830,42083,county,0.0,2020-05-01
2319832,42083,county,0.0,2020-05-02
2319834,42083,county,0.0,2020-05-03
2319836,42083,county,0.0,2020-05-04
2319838,42083,county,0.0,2020-05-05
2319840,42083,county,0.0,2020-05-06
2319842,42083,county,0.0,2020-05-07
2319844,42083,county,0.0,2020-05-08
2319846,42083,county,0.0,2020-05-09
2319848,42083,county,0.0,2020-05-10
2319850,42083,county,0.0,2020-05-11
2319852,42083,county,0.0,2020-05-12
2319854,42083,county,0.0,2020-05-13
2319856,42083,county,0.0,2020-05-14
2319858,42083,county,1.0,2020-05-15
2319860,42083,county,0.0,2020-05-16
2319862,42083,county,0.0,2020-05-17
2319864,42083,county,0.0,2020-05-18
2319866,42083,county,0.0,2020-05-19
2319868,42083,county,0.0,2020-05-20
2319870,42083,county,0.0,2020-05-21
2319872,42083,county,0.0,2020-05-22
2319874,42083,county,0.0,2020-05-23
2319876,42083,county,0.0,2020-05-24
2319878,42083,county,1.0,2020-05-25
2319880,42083,county,0.0,2020-05-26
2319882,42083,county,0.0,2020-05-27
2319884,42083,county,0.0,2020-05-28
2319886,42083,county,0.0,2020-05-29
2319888,42083,county,0.0,2020-05-30
2319890,42083,county,0.0,2020-05-31
2319892,42083,county,0.0,2020-06-01
2319894,42083,county,0.0,2020-06-02
2319896,42083,county,0.0,2020-06-03
2319898,42083,county,1.0,2020-06-04
2319900,42083,county,0.0,2020-06-05
2319902,42083,county,0.0,2020-06-06
2319904,42083,county,0.0,2020-06-07
2319906,42083,county,0.0,2020-06-08
2319908,42083,county,0.0,2020-06-09
2319910,42083,county,0.0,2020-06-10
2319912,42083,county,0.0,2020-06-11
2319914,42083,county,0.0,2020-06-12
2319916,42083,county,0.0,2020-06-13
2319918,42083,county,0.0,2020-06-14
2319920,42083,county,0.0,2020-06-15
2319922,42083,county,0.0,2020-06-16
2319924,42083,county,0.0,2020-06-17
2319926,42083,county,0.0,2020-06-18
2319928,42083,county,0.0,2020-06-19
2319930,42083,county,0.0,2020-06-20
2319932,42083,county,1.0,2020-06-21
2319934,42083,county,1.0,2020-06-22
2319936,42083,county,0.0,2020-06-23
2319938,42083,county,0.0,2020-06-24
2319940,42083,county,0.0,2020-06-25
2319942,42083,county,0.0,2020-06-26
2319944,42083,county,0.0,2020-06-27
2319946,42083,county,0.0,2020-06-28
2319948,42083,county,0.0,2020-06-29
2319950,42083,county,2.0,2020-06-30
2319952,42083,county,1.0,2020-07-01
2319954,42083,county,0.0,2020-07-02
2319956,42083,county,2.0,2020-07-03
2319958,42083,county,0.0,2020-07-04
2319960,42083,county,0.0,2020-07-05
2319962,42083,county,0.0,2020-07-06
2319964,42083,county,0.0,2020-07-07
2319966,42083,county,0.0,2020-07-08
2319968,42083,county,0.0,2020-07-09
2319970,42083,county,0.0,2020-07-10
2319972,42083,county,0.0,2020-07-11
2319974,42083,county,0.0,2020-07-12
2319976,42083,county,0.0,2020-07-13
2319978,42083,county,0.0,2020-07-14
2319980,42083,county,0.0,2020-07-15
2319982,42083,county,2.0,2020-07-16
2319984,42083,county,0.0,2020-07-17
2319986,42083,county,3.0,2020-07-18
2319988,42083,county,0.0,2020-07-19
2319990,42083,county,0.0,2020-07-20
2319992,42083,county,0.0,2020-07-21
2319994,42083,county,1.0,2020-07-22
2319996,42083,county,0.0,2020-07-23
2319998,42083,county,0.0,2020-07-24
2320000,42083,county,0.0,2020-07-25
2320002,42083,county,0.0,2020-07-26
2320004,42083,county,0.0,2020-07-27
2320006,42083,county,0.0,2020-07-28
2320008,42083,county,0.0,2020-07-29
2320010,42083,county,0.0,2020-07-30
2320012,42083,county,2.0,2020-07-31
2320014,42083,county,0.0,2020-08-01
2320016,42083,county,0.0,2020-08-02
2320018,42083,county,5.0,2020-08-03
2320020,42083,county,0.0,2020-08-04
2320022,42083,county,0.0,2020-08-05
2320024,42083,county,1.0,2020-08-06
2320026,42083,county,0.0,2020-08-07
2320028,42083,county,0.0,2020-08-08
2320030,42083,county,0.0,2020-08-09
2320032,42083,county,0.0,2020-08-10
2320034,42083,county,0.0,2020-08-11
2320036,42083,county,0.0,2020-08-12
2320038,42083,county,0.0,2020-08-13
2320040,42083,county,0.0,2020-08-14
2320042,42083,county,0.0,2020-08-15
2320044,42083,county,0.0,2020-08-16
2320046,42083,county,0.0,2020-08-17
2320048,42083,county,0.0,2020-08-18
2320050,42083,county,0.0,2020-08-19
2320052,42083,county,0.0,2020-08-20
2320054,42083,county,1.0,2020-08-21
2320056,42083,county,0.0,2020-08-22
2320058,42083,county,0.0,2020-08-23
2320060,42083,county,0.0,2020-08-24
2320062,42083,county,0.0,2020-08-25
2320064,42083,county,0.0,2020-08-26
2320066,42083,county,1.0,2020-08-27
2320068,42083,county,1.0,2020-08-28
2320070,42083,county,0.0,2020-08-29
2320072,42083,county,0.0,2020-08-30
2320074,42083,county,0.0,2020-08-31
2320076,42083,county,3.0,2020-09-01
2320078,42083,county,0.0,2020-09-02
2320080,42083,county,1.0,2020-09-03
2320082,42083,county,0.0,2020-09-04
2320084,42083,county,0.0,2020-09-05
2320086,42083,county,0.0,2020-09-06
2320088,42083,county,0.0,2020-09-07
2320090,42083,county,0.0,2020-09-08
2320092,42083,county,3.0,2020-09-09
2320094,42083,county,0.0,2020-09-10
2320096,42083,county,0.0,2020-09-11
2320098,42083,county,3.0,2020-09-12
2320100,42083,county,1.0,2020-09-13
2320102,42083,county,0.0,2020-09-14
2320104,42083,county,2.0,2020-09-15
2320106,42083,county,0.0,2020-09-16
2320108,42083,county,0.0,2020-09-17
2320110,42083,county,2.0,2020-09-18
2320112,42083,county,0.0,2020-09-19
2320114,42083,county,2.0,2020-09-20
2320116,42083,county,1.0,2020-09-21
2320118,42083,county,1.0,2020-09-22
2320120,42083,county,0.0,2020-09-23
2320122,42083,county,1.0,2020-09-24
2320124,42083,county,0.0,2020-09-25
2320126,42083,county,0.0,2020-09-26
2320128,42083,county,0.0,2020-09-27
2320130,42083,county,0.0,2020-09-28
2320132,42083,county,1.0,2020-09-29
2320134,42083,county,1.0,2020-09-30
2320136,42083,county,1.0,2020-10-01
2320138,42083,county,0.0,2020-10-02
2320140,42083,county,2.0,2020-10-03
2320142,42083,county,0.0,2020-10-04
2320144,42083,county,0.0,2020-10-05
2320146,42083,county,1.0,2020-10-06
2320148,42083,county,0.0,2020-10-07
2320150,42083,county,2.0,2020-10-08
2320152,42083,county,1.0,2020-10-09
2320154,42083,county,6.0,2020-10-10
2320156,42083,county,5.0,2020-10-11
2320158,42083,county,1.0,2020-10-12
2320160,42083,county,1.0,2020-10-13
2320162,42083,county,2.0,2020-10-14
2320164,42083,county,4.0,2020-10-15
2320166,42083,county,5.0,2020-10-16
2320168,42083,county,3.0,2020-10-17
2320170,42083,county,1.0,2020-10-18
2320172,42083,county,4.0,2020-10-19
2320174,42083,county,2.0,2020-10-20
2320176,42083,county,2.0,2020-10-21
2320178,42083,county,3.0,2020-10-22
2320180,42083,county,6.0,2020-10-23
2320182,42083,county,8.0,2020-10-24
2320184,42083,county,1.0,2020-10-25
2320186,42083,county,9.0,2020-10-26
2320188,42083,county,6.0,2020-10-27
2320190,42083,county,2.0,2020-10-28
2320192,42083,county,11.0,2020-10-29
2320194,42083,county,8.0,2020-10-30
2320196,42083,county,2.0,2020-10-31
2320198,42083,county,4.0,2020-11-01
2320200,42083,county,2.0,2020-11-02
2320202,42083,county,8.0,2020-11-03
2320204,42083,county,3.0,2020-11-04
2320206,42083,county,7.0,2020-11-05
2320208,42083,county,2.0,2020-11-06
2320210,42083,county,8.0,2020-11-07
2320212,42083,county,1.0,2020-11-08
2320214,42083,county,15.0,2020-11-09
2320216,42083,county,11.0,2020-11-10
2320218,42083,county,6.0,2020-11-11
2320220,42083,county,4.0,2020-11-12
2320222,42083,county,14.0,2020-11-13
2320224,42083,county,16.0,2020-11-14
2320226,42083,county,13.0,2020-11-15
2320228,42083,county,9.0,2020-11-16
2320230,42083,county,18.0,2020-11-17
2320232,42083,county,1.0,2020-11-18
2320234,42083,county,25.0,2020-11-19
2320236,42083,county,4.0,2020-11-20
2320238,42083,county,10.0,2020-11-21
2320240,42083,county,33.0,2020-11-22
2320242,42083,county,14.0,2020-11-23
2320244,42083,county,27.0,2020-11-24
2320246,42083,county,10.0,2020-11-25
2320248,42083,county,12.0,2020-11-26
2320250,42083,county,7.0,2020-11-27
2320252,42083,county,13.0,2020-11-28
2320254,42083,county,11.0,2020-11-29
2320256,42083,county,11.0,2020-11-30
2320258,42083,county,34.0,2020-12-01
2320260,42083,county,15.0,2020-12-02
2320262,42083,county,6.0,2020-12-03
2320264,42083,county,28.0,2020-12-04
2320266,42083,county,40.0,2020-12-05
2320268,42083,county,106.0,2020-12-06
2320270,42083,county,91.0,2020-12-07
2320272,42083,county,74.0,2020-12-08
2320274,42083,county,23.0,2020-12-09
2320276,42083,county,61.0,2020-12-10
2320278,42083,county,26.0,2020-12-11
2320280,42083,county,29.0,2020-12-12
2320282,42083,county,23.0,2020-12-13
2320284,42083,county,31.0,2020-12-14
2320286,42083,county,36.0,2020-12-15
2320288,42083,county,37.0,2020-12-16
2320290,42083,county,51.0,2020-12-17
2320292,42083,county,52.0,2020-12-18
2320294,42083,county,54.0,2020-12-19
2320296,42083,county,34.0,2020-12-20
2320298,42083,county,21.0,2020-12-21
2320300,42083,county,36.0,2020-12-22
2320302,42083,county,14.0,2020-12-23
2320304,42083,county,90.0,2020-12-24
2320306,42083,county,18.0,2020-12-25
2320308,42083,county,35.0,2020-12-26
2320310,42083,county,20.0,2020-12-27
2320312,42083,county,18.0,2020-12-28
2320314,42083,county,47.0,2020-12-29
2320316,42083,county,22.0,2020-12-30
2320318,42083,county,35.0,2020-12-31
2320320,42083,county,57.0,2021-01-01
2320322,42083,county,72.0,2021-01-02
2320324,42083,county,27.0,2021-01-03
2320326,42083,county,9.0,2021-01-04
2320328,42083,county,40.0,2021-01-05
2320330,42083,county,27.0,2021-01-06
2320332,42083,county,26.0,2021-01-07
2320334,42083,county,86.0,2021-01-08
2320336,42083,county,31.0,2021-01-09
2320338,42083,county,33.0,2021-01-10
2320340,42083,county,11.0,2021-01-11
2320342,42083,county,29.0,2021-01-12
2320344,42083,county,22.0,2021-01-13
2320346,42083,county,29.0,2021-01-14
2320348,42083,county,37.0,2021-01-15
2320350,42083,county,19.0,2021-01-16
2320352,42083,county,42.0,2021-01-17
2320354,42083,county,26.0,2021-01-18
2320356,42083,county,21.0,2021-01-19
2320358,42083,county,16.0,2021-01-20
2320360,42083,county,17.0,2021-01-21
2320362,42083,county,32.0,2021-01-22
2320364,42083,county,27.0,2021-01-23
2320366,42083,county,141.0,2021-01-24
2320368,42083,county,21.0,2021-01-25
2320370,42083,county,38.0,2021-01-26
2320372,42083,county,45.0,2021-01-27
2320374,42083,county,22.0,2021-01-28
2320376,42083,county,24.0,2021-01-29
2320378,42083,county,29.0,2021-01-30
2320380,42083,county,8.0,2021-01-31
2320382,42083,county,10.0,2021-02-01
2320384,42083,county,34.0,2021-02-02
2320386,42083,county,7.0,2021-02-03
2320388,42083,county,41.0,2021-02-04
2320390,42083,county,14.0,2021-02-05
2320392,42083,county,17.0,2021-02-06
2320394,42083,county,18.0,2021-02-07
2320396,42083,county,3.0,2021-02-08
2320398,42083,county,14.0,2021-02-09
2320400,42083,county,17.0,2021-02-10
2320402,42083,county,8.0,2021-02-11
2320404,42083,county,11.0,2021-02-12
2320406,42083,county,19.0,2021-02-13
2320408,42083,county,7.0,2021-02-14
2320410,42083,county,8.0,2021-02-15
2320412,42083,county,2.0,2021-02-16
2320414,42083,county,4.0,2021-02-17
2320416,42083,county,7.0,2021-02-18
2320418,42083,county,13.0,2021-02-19
2320420,42083,county,12.0,2021-02-20
2320422,42083,county,3.0,2021-02-21
2320424,42083,county,1.0,2021-02-22
2320426,42083,county,10.0,2021-02-23
2320428,42083,county,2.0,2021-02-24
2320430,42083,county,3.0,2021-02-25
2320432,42083,county,6.0,2021-02-26
2320434,42083,county,8.0,2021-02-27
2320436,42083,county,1.0,2021-02-28
2320438,42083,county,2.0,2021-03-01
2320440,42083,county,5.0,2021-03-02
2320442,42083,county,4.0,2021-03-03
2320444,42083,county,5.0,2021-03-04
2320446,42083,county,5.0,2021-03-05
2320448,42083,county,7.0,2021-03-06
2320450,42083,county,6.0,2021-03-07
2320452,42083,county,5.0,2021-03-08
2320454,42083,county,5.0,2021-03-09
2320456,42083,county,4.0,2021-03-10
2320458,42083,county,7.0,2021-03-11
2320460,42083,county,3.0,2021-03-12
2320462,42083,county,3.0,2021-03-13
2320464,42083,county,2.0,2021-03-14
2320466,42083,county,1.0,2021-03-15
2320468,42083,county,5.0,2021-03-16
2320470,42083,county,0.0,2021-03-17
2320472,42083,county,4.0,2021-03-18
2320474,42083,county,4.0,2021-03-19
2320476,42083,county,0.0,2021-03-20
2320478,42083,county,2.0,2021-03-21
2320480,42083,county,2.0,2021-03-22
2320482,42083,county,4.0,2021-03-23
2320484,42083,county,5.0,2021-03-24
2320486,42083,county,8.0,2021-03-25
2320488,42083,county,6.0,2021-03-26
2320490,42083,county,11.0,2021-03-27
2320492,42083,county,2.0,2021-03-28
2320494,42083,county,3.0,2021-03-29
2320496,42083,county,10.0,2021-03-30
2320498,42083,county,7.0,2021-03-31
2320500,42083,county,13.0,2021-04-01
2320502,42083,county,8.0,2021-04-02
2320504,42083,county,2.0,2021-04-03
2320506,42083,county,6.0,2021-04-04
2320508,42083,county,1.0,2021-04-05
2320510,42083,county,7.0,2021-04-06
2320512,42083,county,6.0,2021-04-07
2320514,42083,county,16.0,2021-04-08
2320516,42083,county,14.0,2021-04-09
2320518,42083,county,2.0,2021-04-10
2320520,42083,county,11.0,2021-04-11
2320522,42083,county,0.0,2021-04-12
2320524,42083,county,35.0,2021-04-13
2320526,42083,county,14.0,2021-04-14
2320528,42083,county,13.0,2021-04-15
2320530,42083,county,15.0,2021-04-16
2320532,42083,county,19.0,2021-04-17
2320534,42083,county,6.0,2021-04-18
2320536,42083,county,2.0,2021-04-19
2320538,42083,county,13.0,2021-04-20
2320540,42083,county,9.0,2021-04-21
2320542,42083,county,17.0,2021-04-22
2320544,42083,county,17.0,2021-04-23
2320546,42083,county,10.0,2021-04-24
2320548,42083,county,2.0,2021-04-25
2320550,42083,county,10.0,2021-04-26
2320552,42083,county,8.0,2021-04-27
2320554,42083,county,12.0,2021-04-28
2320556,42083,county,18.0,2021-04-29
2320558,42083,county,18.0,2021-04-30
2320560,42083,county,11.0,2021-05-01
2320562,42083,county,7.0,2021-05-02
2320564,42083,county,5.0,2021-05-03
2320566,42083,county,29.0,2021-05-04
2320568,42083,county,17.0,2021-05-05
2320570,42083,county,21.0,2021-05-06
2320572,42083,county,17.0,2021-05-07
2320574,42083,county,18.0,2021-05-08
2320576,42083,county,1.0,2021-05-09
2320578,42083,county,3.0,2021-05-10
2320580,42083,county,16.0,2021-05-11
2320582,42083,county,19.0,2021-05-12
2320584,42083,county,12.0,2021-05-13
2320586,42083,county,8.0,2021-05-14
2320588,42083,county,25.0,2021-05-15
2320590,42083,county,3.0,2021-05-16
2320592,42083,county,2.0,2021-05-17
2320594,42083,county,4.0,2021-05-18
2320596,42083,county,3.0,2021-05-19
2320598,42083,county,12.0,2021-05-20
2320600,42083,county,4.0,2021-05-21
2320602,42083,county,12.0,2021-05-22
2320604,42083,county,6.0,2021-05-23
2320606,42083,county,2.0,2021-05-24
2320608,42083,county,8.0,2021-05-25
2320610,42083,county,2.0,2021-05-26
2320612,42083,county,4.0,2021-05-27
2320614,42083,county,4.0,2021-05-28
2320616,42083,county,11.0,2021-05-29
2320618,42083,county,0.0,2021-05-30
2320620,42083,county,1.0,2021-05-31
2320622,42083,county,0.0,2021-06-01
2320624,42083,county,9.0,2021-06-02
2320626,42083,county,12.0,2021-06-03
2320628,42083,county,4.0,2021-06-04
2320630,42083,county,4.0,2021-06-05
2320632,42083,county,0.0,2021-06-06
2320634,42083,county,2.0,2021-06-07
2320636,42083,county,0.0,2021-06-08
2320638,42083,county,0.0,2021-06-09
2320640,42083,county,1.0,2021-06-10
2320642,42083,county,2.0,2021-06-11
2320644,42083,county,1.0,2021-06-12
2320646,42083,county,1.0,2021-06-13
2320648,42083,county,0.0,2021-06-14
2320650,42083,county,1.0,2021-06-15
2320652,42083,county,0.0,2021-06-16
2320654,42083,county,0.0,2021-06-17
2320656,42083,county,0.0,2021-06-18
2320658,42083,county,1.0,2021-06-19
2320660,42083,county,0.0,2021-06-20
2320662,42083,county,1.0,2021-06-21
2320664,42083,county,1.0,2021-06-22
2320666,42083,county,0.0,2021-06-23
2320668,42083,county,0.0,2021-06-24
2320670,42083,county,0.0,2021-06-25
2320672,42083,county,0.0,2021-06-26
2320674,42083,county,0.0,2021-06-27
2320676,42083,county,0.0,2021-06-28
2320678,42083,county,1.0,2021-06-29
2320680,42083,county,2.0,2021-06-30
2320682,42083,county,1.0,2021-07-01
2320684,42083,county,1.0,2021-07-02
2320686,42083,county,1.0,2021-07-03
2320688,42083,county,0.0,2021-07-04
2320690,42083,county,0.0,2021-07-05
2320692,42083,county,0.0,2021-07-06
2320694,42083,county,0.0,2021-07-07
2320696,42083,county,2.0,2021-07-08
2320698,42083,county,1.0,2021-07-09
2320700,42083,county,3.0,2021-07-10
2320702,42083,county,1.0,2021-07-11
2320704,42083,county,0.0,2021-07-12
2320706,42083,county,3.0,2021-07-13
2320708,42083,county,3.0,2021-07-14
2320710,42083,county,6.0,2021-07-15
2320712,42083,county,2.0,2021-07-16
2320714,42083,county,2.0,2021-07-17
2320716,42083,county,1.0,2021-07-18
2320718,42083,county,0.0,2021-07-19
2320720,42083,county,1.0,2021-07-20
2320722,42083,county,0.0,2021-07-21
2320724,42083,county,2.0,2021-07-22
2320726,42083,county,1.0,2021-07-23
2320728,42083,county,2.0,2021-07-24
2320730,42083,county,1.0,2021-07-25
2320732,42083,county,0.0,2021-07-26
2320734,42083,county,2.0,2021-07-27
2320736,42083,county,1.0,2021-07-28
2320738,42083,county,4.0,2021-07-29
2320740,42083,county,3.0,2021-07-30
2320742,42083,county,0.0,2021-07-31
2320744,42083,county,0.0,2021-08-01
2320746,42083,county,0.0,2021-08-02
2320748,42083,county,0.0,2021-08-03
2320750,42083,county,0.0,2021-08-04
2320752,42083,county,1.0,2021-08-05
2320754,42083,county,1.0,2021-08-06
2320756,42083,county,4.0,2021-08-07
2320758,42083,county,1.0,2021-08-08
2320760,42083,county,0.0,2021-08-09
2320762,42083,county,0.0,2021-08-10
2320764,42083,county,0.0,2021-08-11
2320766,42083,county,5.0,2021-08-12
2320768,42083,county,3.0,2021-08-13
2320770,42083,county,5.0,2021-08-14
2320772,42083,county,5.0,2021-08-15
2320774,42083,county,0.0,2021-08-16
2320776,42083,county,3.0,2021-08-17
2320778,42083,county,5.0,2021-08-18
2320780,42083,county,10.0,2021-08-19
2320782,42083,county,5.0,2021-08-20
2320784,42083,county,6.0,2021-08-21
2320786,42083,county,2.0,2021-08-22
2320788,42083,county,5.0,2021-08-23
2320790,42083,county,3.0,2021-08-24
2320792,42083,county,5.0,2021-08-25
2320794,42083,county,8.0,2021-08-26
2320796,42083,county,12.0,2021-08-27
2320798,42083,county,8.0,2021-08-28
2320800,42083,county,4.0,2021-08-29
2320802,42083,county,3.0,2021-08-30
2320804,42083,county,15.0,2021-08-31
2320806,42083,county,4.0,2021-09-01
2320808,42083,county,10.0,2021-09-02
2320810,42083,county,8.0,2021-09-03
2320812,42083,county,20.0,2021-09-04
2320814,42083,county,3.0,2021-09-05
2320816,42083,county,8.0,2021-09-06
2320818,42083,county,5.0,2021-09-07
2320820,42083,county,15.0,2021-09-08
2320822,42083,county,12.0,2021-09-09
2320824,42083,county,11.0,2021-09-10
2320826,42083,county,11.0,2021-09-11
2320828,42083,county,7.0,2021-09-12
2320830,42083,county,13.0,2021-09-13
2320832,42083,county,12.0,2021-09-14
2320834,42083,county,12.0,2021-09-15
2320836,42083,county,22.0,2021-09-16
2320838,42083,county,28.0,2021-09-17
2320840,42083,county,10.0,2021-09-18
2320842,42083,county,21.0,2021-09-19
2320844,42083,county,10.0,2021-09-20
2320846,42083,county,16.0,2021-09-21
2320848,42083,county,12.0,2021-09-22
2320850,42083,county,29.0,2021-09-23
2320852,42083,county,35.0,2021-09-24
2320854,42083,county,22.0,2021-09-25
2320856,42083,county,27.0,2021-09-26
2320858,42083,county,26.0,2021-09-27
2320860,42083,county,18.0,2021-09-28
2320862,42083,county,20.0,2021-09-29
2320864,42083,county,21.0,2021-09-30
2320866,42083,county,43.0,2021-10-01
2320868,42083,county,36.0,2021-10-02
2320870,42083,county,21.0,2021-10-03
2320872,42083,county,37.0,2021-10-04
2320874,42083,county,18.0,2021-10-05
2320876,42083,county,24.0,2021-10-06
2320878,42083,county,48.0,2021-10-07
2320880,42083,county,33.0,2021-10-08
2320882,42083,county,26.0,2021-10-09
2320884,42083,county,28.0,2021-10-10
2320886,42083,county,24.0,2021-10-11
2320888,42083,county,23.0,2021-10-12
2320890,42083,county,21.0,2021-10-13
2320892,42083,county,40.0,2021-10-14
2320894,42083,county,32.0,2021-10-15
2320896,42083,county,30.0,2021-10-16
2320898,42083,county,11.0,2021-10-17
2320900,42083,county,16.0,2021-10-18
2320902,42083,county,25.0,2021-10-19
2320904,42083,county,21.0,2021-10-20
2320906,42083,county,20.0,2021-10-21
2320908,42083,county,26.0,2021-10-22
2320910,42083,county,25.0,2021-10-23
2320912,42083,county,29.0,2021-10-24
2320914,42083,county,11.0,2021-10-25
2320916,42083,county,24.0,2021-10-26
2320918,42083,county,16.0,2021-10-27
2320920,42083,county,25.0,2021-10-28
2320922,42083,county,33.0,2021-10-29
2320924,42083,county,19.0,2021-10-30
2320926,42083,county,4.0,2021-10-31
2320928,42083,county,14.0,2021-11-01
2320930,42083,county,17.0,2021-11-02
2320932,42083,county,24.0,2021-11-03
2320934,42083,county,19.0,2021-11-04
2320936,42083,county,26.0,2021-11-05
2320938,42083,county,31.0,2021-11-06
2320940,42083,county,16.0,2021-11-07
2320942,42083,county,12.0,2021-11-08
2320944,42083,county,11.0,2021-11-09
2320946,42083,county,23.0,2021-11-10
2320948,42083,county,20.0,2021-11-11
2320950,42083,county,29.0,2021-11-12
2320952,42083,county,22.0,2021-11-13
2320954,42083,county,12.0,2021-11-14
2320956,42083,county,17.0,2021-11-15
2320958,42083,county,26.0,2021-11-16
2320960,42083,county,21.0,2021-11-17
2320962,42083,county,21.0,2021-11-18
2320964,42083,county,32.0,2021-11-19
2320966,42083,county,24.0,2021-11-20
2320968,42083,county,14.0,2021-11-21
2320970,42083,county,15.0,2021-11-22
2320972,42083,county,24.0,2021-11-23
2320974,42083,county,20.0,2021-11-24
2320976,42083,county,14.0,2021-11-25
2320978,42083,county,22.0,2021-11-26
2320980,42083,county,24.0,2021-11-27
2320982,42083,county,2.0,2021-11-28
2320984,42083,county,3.0,2021-11-29
2320986,42083,county,20.0,2021-11-30
2320988,42083,county,42.0,2021-12-01
2320990,42083,county,29.0,2021-12-02
2320992,42083,county,26.0,2021-12-03
2320994,42083,county,37.0,2021-12-04
2320996,42083,county,11.0,2021-12-05
2320998,42083,county,7.0,2021-12-06
2321000,42083,county,11.0,2021-12-07
2321002,42083,county,15.0,2021-12-08
2321004,42083,county,19.0,2021-12-09
2321006,42083,county,19.0,2021-12-10
2321008,42083,county,37.0,2021-12-11
2321010,42083,county,6.0,2021-12-12
2321012,42083,county,12.0,2021-12-13
2321014,42083,county,18.0,2021-12-14
2321016,42083,county,9.0,2021-12-15
2321018,42083,county,13.0,2021-12-16
2321020,42083,county,23.0,2021-12-17
2321022,42083,county,16.0,2021-12-18
2321024,42083,county,4.0,2021-12-19
2321026,42083,county,5.0,2021-12-20
2321028,42083,county,14.0,2021-12-21
2321030,42083,county,21.0,2021-12-22
2321032,42083,county,8.0,2021-12-23
2321034,42083,county,13.0,2021-12-24
2321036,42083,county,9.0,2021-12-25
2321038,42083,county,2.0,2021-12-26
2321040,42083,county,6.0,2021-12-27
2321042,42083,county,7.0,2021-12-28
2321044,42083,county,13.0,2021-12-29
2321046,42083,county,21.0,2021-12-30
2321048,42083,county,18.0,2021-12-31
2321050,42085,county,0.0,2020-05-01
2321053,42085,county,1.0,2020-05-02
2321056,42085,county,0.0,2020-05-03
2321059,42085,county,0.0,2020-05-04
2321062,42085,county,2.0,2020-05-05
2321065,42085,county,2.0,2020-05-06
2321068,42085,county,0.0,2020-05-07
2321071,42085,county,0.0,2020-05-08
2321074,42085,county,3.0,2020-05-09
2321077,42085,county,0.0,2020-05-10
2321080,42085,county,2.0,2020-05-11
2321083,42085,county,2.0,2020-05-12
2321086,42085,county,1.0,2020-05-13
2321089,42085,county,3.0,2020-05-14
2321092,42085,county,2.0,2020-05-15
2321095,42085,county,8.0,2020-05-16
2321098,42085,county,1.0,2020-05-17
2321101,42085,county,2.0,2020-05-18
2321104,42085,county,2.0,2020-05-19
2321107,42085,county,0.0,2020-05-20
2321110,42085,county,1.0,2020-05-21
2321113,42085,county,5.0,2020-05-22
2321116,42085,county,0.0,2020-05-23
2321119,42085,county,1.0,2020-05-24
2321122,42085,county,1.0,2020-05-25
2321125,42085,county,0.0,2020-05-26
2321128,42085,county,1.0,2020-05-27
2321131,42085,county,0.0,2020-05-28
